"","X","Дата","Область","Округ","Населённый_пункт","Тип","Район","Улица","Дом","lonlat","yandex_adress"
"2254",8719,"18.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"бульвар Зелёные Аллеи","1","37.692366   55.556945","Россия, Московская область, Ленинский городской округ, Видное, бульвар Зелёные Аллеи, 1"
"2255",8720,"18.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"Заводская улица","5","37.712596   55.556217","Россия, Московская область, Ленинский городской округ, Видное, Заводская улица, 5"
"2256",8721,"18.04.2020","Москoвская Область","Ленинский городской округ","деревня Сапроново","деревня","микрорайон Купелинка","квартал Северный","13","37.727544   55.535885","Россия, Московская область, Ленинский городской округ, деревня Сапроново, микрорайон Купелинка, квартал Северный, 13"
"2257",8722,"18.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,NA,NA,"37.708778   55.556869","Россия, Московская область, Ленинский городской округ, Видное"
"2258",8723,"18.04.2020","Москoвская Область","Ленинский городской округ","посёлок Развилка","посёлок",NA,NA,"48","37.762578   55.588379","Россия, Московская область, Ленинский городской округ, посёлок Развилка, 48"
"2259",8724,"18.04.2020","Москoвская Область","Ленинский городской округ","Видное","город",NA,"Хуторская улица","13","37.681658   55.535906","Россия, Московская область, Ленинский городской округ, Видное, Хуторская улица, 13"
"2260",8725,"18.04.2020","Москoвская Область","Одинцовский городской округ","посёлок ВНИИССОК","посёлок",NA,"улица Дениса Давыдова","11","37.225386   55.660511","Россия, Московская область, Одинцовский городской округ, посёлок ВНИИССОК, улица Дениса Давыдова, 11"
"2261",8726,"18.04.2020","Москoвская Область","Волоколамск","Волоколамск","город",NA,"Рижское шоссе","35","35.946167   56.027766","Россия, Московская область, Волоколамск, Рижское шоссе, 35"
"2262",8727,"18.04.2020","Москoвская Область","Волоколамск","Волоколамск","город",NA,"Рижское шоссе","5А","35.958285   56.024904","Россия, Московская область, Волоколамск, Рижское шоссе, 5А"
"2263",8728,"18.04.2020","Москoвская Область","Воскресенск","Воскресенск","город",NA,NA,NA,"38.673353   55.322978","Россия, Московская область, Воскресенск"
"2264",8729,"18.04.2020","Москoвская Область","городской округ Воскресенск","посёлок Виноградово","посёлок",NA,"Зелёная улица","9","38.559977   55.433241","Россия, Московская область, городской округ Воскресенск, посёлок Виноградово, Зелёная улица, 9"
"2265",8730,"18.04.2020","Москoвская Область","Воскресенск","Воскресенск","город","микрорайон Фетровой фабрики","улица Быковского","32","38.704507   55.323244","Россия, Московская область, Воскресенск, микрорайон Фетровой фабрики, улица Быковского, 32"
"2266",8731,"18.04.2020","Москoвская Область","Воскресенск","Воскресенск","город","микрорайон Новлянский","Западная улица","11","38.647599   55.309704","Россия, Московская область, Воскресенск, микрорайон Новлянский, Западная улица, 11"
"2267",8732,"18.04.2020","Москoвская Область","Воскресенск","Воскресенск","город","микрорайон Новлянский","улица Кагана","10","38.654812   55.314346","Россия, Московская область, Воскресенск, микрорайон Новлянский, улица Кагана, 10"
"2268",8733,"18.04.2020","Москoвская Область","Воскресенск","Воскресенск","город","микрорайон Лопатинский","Комсомольская улица","7А","38.725878   55.343312","Россия, Московская область, Воскресенск, микрорайон Лопатинский, Комсомольская улица, 7А"
"2269",8734,"18.04.2020","Москoвская Область","Электросталь","Электросталь","город",NA,"проспект Ленина","7","38.437222   55.802705","Россия, Московская область, Электросталь, проспект Ленина, 7"
"2270",8735,"18.04.2020","Москoвская Область","городской округ Лосино-Петровский","посёлок Аничково","посёлок",NA,NA,"2","38.115374   55.902833","Россия, Московская область, городской округ Лосино-Петровский, посёлок Аничково, 2"
"2271",8736,"18.04.2020","Москoвская Область","Коломенский городской округ","деревня Губастово","деревня",NA,"улица Кирова","3","38.795893   55.218898","Россия, Московская область, Коломенский городской округ, деревня Губастово, улица Кирова, 3"
"2272",8737,"18.04.2020","Москoвская Область","городской округ Щёлково","деревня Медвежьи Озёра","деревня",NA,"Юбилейная улица","8","37.988361   55.866399","Россия, Московская область, городской округ Щёлково, деревня Медвежьи Озёра, Юбилейная улица, 8"
"2273",8738,"18.04.2020","Москoвская Область","городской округ Истра","Дедовск","город",NA,"Керамическая улица","1","37.120103   55.870213","Россия, Московская область, городской округ Истра, Дедовск, Керамическая улица, 1"
"2274",8739,"18.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"площадь Дмитрия Донского","5","37.851673   55.629796","Россия, Московская область, Дзержинский, площадь Дмитрия Донского, 5"
"2275",8740,"18.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Угрешская улица","30","37.865229   55.631585","Россия, Московская область, Дзержинский, Угрешская улица, 30"
"2276",8741,"18.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"Угрешская улица","32","37.867052   55.632042","Россия, Московская область, Дзержинский, Угрешская улица, 32"
"2277",8742,"18.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"улица Ленина","12","37.844056   55.634359","Россия, Московская область, Дзержинский, улица Ленина, 12"
"2278",8743,"18.04.2020","Москoвская Область",NA,"Дзержинский","город",NA,"улица Лермонтова","23","37.852904   55.628652","Россия, Московская область, Дзержинский, улица Лермонтова, 23"
"2279",8744,"18.04.2020","Москoвская Область","Дмитровский городской округ","Дмитров","город",NA,"2-я Комсомольская улица","15А","37.539796   56.334348","Россия, Московская область, Дмитровский городской округ, Дмитров, 2-я Комсомольская улица, 15А"
"2280",8745,"18.04.2020","Москoвская Область","Дмитровский городской округ","Дмитров","город",NA,"мкр. им. А.М. Маркова","7","37.520734   56.348816","Россия, Московская область, Дмитровский городской округ, Дмитров, мкр. им. А.М. Маркова, 7"
"2281",8746,"18.04.2020","Москoвская Область","Дмитровский городской округ","Дмитров","город",NA,"улица Архитектора В.В. Белоброва","7","37.534029   56.37181","Россия, Московская область, Дмитровский городской округ, Дмитров, улица Архитектора В.В. Белоброва, 7"
"2282",8747,"18.04.2020","Москoвская Область","Дмитровский городской округ","посёлок Новосиньково","посёлок",NA,NA,"30","37.330929   56.380642","Россия, Московская область, Дмитровский городской округ, посёлок Новосиньково, 30"
"2283",8748,"18.04.2020","Москoвская Область","Дмитровский городской округ","посёлок Новосиньково","посёлок","микрорайон Дуброво",NA,"2","37.32368   56.365019","Россия, Московская область, Дмитровский городской округ, посёлок Новосиньково, микрорайон Дуброво, 2"
"2284",8749,"18.04.2020","Москoвская Область","Дмитровский городской округ","посёлок Новосиньково","посёлок",NA,NA,"25","37.326716   56.380637","Россия, Московская область, Дмитровский городской округ, посёлок Новосиньково, 25"
"2285",8750,"18.04.2020","Москoвская Область","Дмитровский городской округ","посёлок Новосиньково","посёлок",NA,NA,"4","37.328378   56.378604","Россия, Московская область, Дмитровский городской округ, посёлок Новосиньково, 4"
"2286",8751,"18.04.2020","Москoвская Область","Дмитровский городской округ","поселок Рыбное","село",NA,NA,"10","37.616369   56.415201","Россия, Московская область, Дмитровский городской округ, поселок Рыбное, 10"
"2287",8752,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"Институтский переулок","8","37.517518   55.931371","Россия, Московская область, Долгопрудный, Институтский переулок, 8"
"2288",8753,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"Лихачёвское шоссе","10","37.492293   55.943195","Россия, Московская область, Долгопрудный, Лихачёвское шоссе, 10"
"2289",8754,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"Набережная улица","19к2","37.522944   55.961264","Россия, Московская область, Долгопрудный, Набережная улица, 19к2"
"2290",8755,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"Новый бульвар","9","37.503693   55.937462","Россия, Московская область, Долгопрудный, Новый бульвар, 9"
"2291",8756,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"проспект Пацаева","15","37.495734   55.948059","Россия, Московская область, Долгопрудный, проспект Пацаева, 15"
"2292",8757,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"Театральная улица","14","37.509792   55.945362","Россия, Московская область, Долгопрудный, Театральная улица, 14"
"2293",8758,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"Московское шоссе","43к2","37.51485   55.944258","Россия, Московская область, Долгопрудный, Московское шоссе, 43к2"
"2294",8759,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"улица Корнеева","46","37.779314   55.423162","Россия, Московская область, Домодедово, улица Корнеева, 46"
"2295",8760,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город","микрорайон Западный","Лунная улица","23","37.758895   55.420812","Россия, Московская область, Домодедово, микрорайон Западный, Лунная улица, 23"
"2296",8761,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город","микрорайон Западный","Лунная улица","31","37.759596   55.416877","Россия, Московская область, Домодедово, микрорайон Западный, Лунная улица, 31"
"2297",8762,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"Промышленная улица","9","37.769972   55.447234","Россия, Московская область, Домодедово, Промышленная улица, 9"
"2298",8763,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город","микрорайон Авиационный","проспект Академика Туполева","14","37.831075   55.413285","Россия, Московская область, Домодедово, микрорайон Авиационный, проспект Академика Туполева, 14"
"2299",8764,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город",NA,"Рабочая улица","58","37.766279   55.421619","Россия, Московская область, Домодедово, Рабочая улица, 58"
"2300",8765,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город","микрорайон Северный","улица Ломоносова","10","37.735692   55.452161","Россия, Московская область, Домодедово, микрорайон Северный, улица Ломоносова, 10"
"2301",8766,"18.04.2020","Москoвская Область","Домодедово","Домодедово","город","микрорайон Центральный","улица Кирова","7к1","37.750065   55.439395","Россия, Московская область, Домодедово, микрорайон Центральный, улица Кирова, 7к1"
"2302",8767,"18.04.2020","Москoвская Область","Егорьевск","Егорьевск","город",NA,"улица Карла Маркса","32/16","39.037988   55.383848","Россия, Московская область, Егорьевск, улица Карла Маркса, 32/16"
"2303",8768,"18.04.2020","Москoвская Область","Егорьевск","Егорьевск","город",NA,"Сосновая улица","4А","39.018109   55.368676","Россия, Московская область, Егорьевск, Сосновая улица, 4А"
"2304",8769,"18.04.2020","Москoвская Область","Долгопрудный","Долгопрудный","город",NA,"улица Железнякова","14","37.493129   55.946905","Россия, Московская область, Долгопрудный, улица Железнякова, 14"
"2305",8770,"18.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"Комсомольская улица","1","38.13149   55.586924","Россия, Московская область, Жуковский, Комсомольская улица, 1"
"2306",8771,"18.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"Молодёжная улица","34к1","38.086897   55.607066","Россия, Московская область, Жуковский, Молодёжная улица, 34к1"
"2307",8772,"18.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"улица Туполева","9","38.145782   55.581587","Россия, Московская область, Жуковский, улица Туполева, 9"
"2308",8773,"18.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"улица Чапаева","9","38.104926   55.61177","Россия, Московская область, Жуковский, улица Чапаева, 9"
"2309",8774,"18.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"улица Чкалова","7","38.131418   55.588435","Россия, Московская область, Жуковский, улица Чкалова, 7"
"2310",8775,"18.04.2020","Москoвская Область","Жуковский","Жуковский","город",NA,"улица Набережная Циолковского","18","38.090544   55.601696","Россия, Московская область, Жуковский, улица Набережная Циолковского, 18"
"2311",8776,"18.04.2020","Москoвская Область","Одинцовский городской округ","Звенигород","город","микрорайон Восточный 3-й микрорайон",NA,"28","36.876256   55.724322","Россия, Московская область, Одинцовский городской округ, Звенигород, микрорайон Восточный, 3-й микрорайон, 28"
"2312",8777,"18.04.2020","Москoвская Область","Одинцовский городской округ","Звенигород","город","микрорайон Супонево",NA,"к1","36.873273   55.744439","Россия, Московская область, Одинцовский городской округ, Звенигород, микрорайон Супонево, к1"
"2313",8778,"18.04.2020","Москoвская Область","Ивантеевка","Ивантеевка","город",NA,"улица Бережок","6","37.943212   55.976468","Россия, Московская область, Ивантеевка, улица Бережок, 6"
"2314",8779,"18.04.2020","Москoвская Область","Ивантеевка","Ивантеевка","город",NA,"Детский проезд","5","37.911546   55.971244","Россия, Московская область, Ивантеевка, Детский проезд, 5"
"2315",8780,"18.04.2020","Москoвская Область","Ивантеевка","Ивантеевка","город",NA,"улица Дзержинского","11","37.908357   55.972932","Россия, Московская область, Ивантеевка, улица Дзержинского, 11"
"2316",8781,"18.04.2020","Москoвская Область","Ивантеевка","Ивантеевка","город",NA,"улица Дзержинского","15","37.908905   55.970509","Россия, Московская область, Ивантеевка, улица Дзержинского, 15"
"2317",8782,"18.04.2020","Москoвская Область","Ивантеевка","Ивантеевка","город",NA,"улица Новая Слобода","3","37.914501   55.96929","Россия, Московская область, Ивантеевка, улица Новая Слобода, 3"
"2318",8783,"18.04.2020","Москoвская Область","Ивантеевка","Ивантеевка","город",NA,"Трудовая улица","18","37.936483   55.966746","Россия, Московская область, Ивантеевка, Трудовая улица, 18"
"2319",8784,"18.04.2020","Москoвская Область","Ивантеевка","Ивантеевка","город",NA,"Хлебозаводская улица","43А","37.936268   55.970469","Россия, Московская область, Ивантеевка, Хлебозаводская улица, 43А"
"2320",8785,"18.04.2020","Москoвская Область","Истра","Истра","город",NA,"улица Босова","8А","36.868845   55.908505","Россия, Московская область, Истра, улица Босова, 8А"
"2321",8786,"18.04.2020","Москoвская Область","городской округ Красногорск","посёлок Истра","посёлок",NA,NA,"1","37.152461   55.775626","Россия, Московская область, городской округ Красногорск, посёлок Истра, 1"
"2322",8787,"18.04.2020","Москoвская Область","Истра","Истра","город",NA,"улица Босова","2","36.865386   55.909791","Россия, Московская область, Истра, улица Босова, 2"
"2323",8788,"18.04.2020","Москoвская Область","городской округ Кашира","деревня Труфаново","деревня",NA,"Советская улица","31","38.442172   54.758703","Россия, Московская область, городской округ Кашира, деревня Труфаново, Советская улица, 31"
"2324",8789,"18.04.2020","Москoвская Область","Кашира","Кашира","город","микрорайон Ожерелье","улица Мира","17","38.260344   54.791616","Россия, Московская область, Кашира, микрорайон Ожерелье, улица Мира, 17"
"2325",8790,"18.04.2020","Москoвская Область","Кашира","Кашира","город","микрорайон Кашира-3","улица Победы","7к2","38.192018   54.838862","Россия, Московская область, Кашира, микрорайон Кашира-3, улица Победы, 7к2"
"2326",8791,"18.04.2020","Москoвская Область","Кашира","Кашира","город",NA,"улица Рабочий городок","15","38.143716   54.836663","Россия, Московская область, Кашира, улица Рабочий городок, 15"
"2327",8793,"18.04.2020","Москoвская Область","Клин","Клин","город",NA,"улица Карла Маркса","37","36.715035   56.331039","Россия, Московская область, Клин, улица Карла Маркса, 37"
"2328",8794,"18.04.2020","Москoвская Область","Клин","Клин","город",NA,"Центральная улица","56","36.703123   56.370339","Россия, Московская область, Клин, городок Клин-5, Центральная улица, 56"
"2329",8795,"18.04.2020","Москoвская Область","Коломенский городской округ","посёлок Биорки","посёлок",NA,NA,"11","38.606168   55.052278","Россия, Московская область, Коломенский городской округ, посёлок Биорки, 11"
"2330",8796,"18.04.2020","Москoвская Область","Коломенский городской округ","посёлок Пески","посёлок",NA,"Аптечная улица","9","38.768153   55.215611","Россия, Московская область, Коломенский городской округ, посёлок Пески, Аптечная улица, 9"
"2331",8797,"18.04.2020","Москoвская Область","Коломенский городской округ","село Нижнее Хорошово","село",NA,"Центральная улица","16","38.78151   55.140003","Россия, Московская область, Коломенский городской округ, село Нижнее Хорошово, Центральная улица, 16"
"2332",8798,"18.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"улица Девичье Поле","15","38.750779   55.055078","Россия, Московская область, Коломна, улица Девичье Поле, 15"
"2333",8799,"18.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"улица Дзержинского","92","38.768979   55.082895","Россия, Московская область, Коломна, улица Дзержинского, 92"
"2334",8800,"18.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"улица Добролюбова","17","38.772168   55.082751","Россия, Московская область, Коломна, улица Добролюбова, 17"
"2335",8801,"18.04.2020","Москoвская Область","Коломна","Коломна","город",NA,"улица Добролюбова","4А","38.774486   55.086708","Россия, Московская область, Коломна, улица Добролюбова, 4А"
"2336",8802,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Горького","79к3","37.882189   55.920502","Россия, Московская область, Королёв, улица Горького, 79к3"
"2337",8803,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Грабина","11А","37.822002   55.926993","Россия, Московская область, Королёв, улица Грабина, 11А"
"2338",8804,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Грабина","7","37.818445   55.927352","Россия, Московская область, Королёв, улица Грабина, 7"
"2339",8805,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"Дворцовый проезд","4","37.854072   55.916219","Россия, Московская область, Королёв, Дворцовый проезд, 4"
"2340",8806,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Карла Маркса","25","37.819011   55.9197","Россия, Московская область, Королёв, улица Карла Маркса, 25"
"2341",8807,"18.04.2020","Москoвская Область","Королёв","Королёв","город","микрорайон Юбилейный","Ленинская улица","14","37.844999   55.927462","Россия, Московская область, Королёв, микрорайон Юбилейный, Ленинская улица, 14"
"2342",8808,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Мичурина","1Б","37.848826   55.905427","Россия, Московская область, Королёв, улица Мичурина, 1Б"
"2343",8809,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"Октябрьский бульвар","3","37.841181   55.917738","Россия, Московская область, Королёв, Октябрьский бульвар, 3"
"2344",8810,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"проспект Космонавтов","17А","37.871005   55.917859","Россия, Московская область, Королёв, проспект Космонавтов, 17А"
"2345",8811,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"проезд Макаренко","12","37.862992   55.915447","Россия, Московская область, Королёв, проезд Макаренко, 12"
"2346",8812,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"проспект Космонавтов","44","37.86381   55.907238","Россия, Московская область, Королёв, проспект Космонавтов, 44"
"2347",8813,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"Сосновая аллея","6","37.864771   55.924013","Россия, Московская область, Королёв, Сосновая аллея, 6"
"2348",8814,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"Пионерская улица","10","37.816064   55.913076","Россия, Московская область, Королёв, Пионерская улица, 10"
"2349",8815,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Аржакова","3","37.854225   55.918696","Россия, Московская область, Королёв, улица Аржакова, 3"
"2350",8816,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"Сосновая аллея","6","37.864771   55.924013","Россия, Московская область, Королёв, Сосновая аллея, 6"
"2351",8817,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Урицкого","10","37.87246   55.923034","Россия, Московская область, Королёв, улица Урицкого, 10"
"2352",8818,"18.04.2020","Москoвская Область","Королёв","Королёв","город",NA,"улица Карла Маркса","10","37.819091   55.922994","Россия, Московская область, Королёв, улица Карла Маркса, 10"
"2353",8819,"18.04.2020","Москoвская Область","Котельники","Котельники","город",NA,"3-й Покровский проезд","1","37.86107   55.66795","Россия, Московская область, Котельники, 3-й Покровский проезд, 1"
"2354",8820,"18.04.2020","Москoвская Область","Котельники","Котельники","город","микрорайон Белая Дача",NA,"24","37.855482   55.664751","Россия, Московская область, Котельники, микрорайон Белая Дача, 24"
"2355",8821,"18.04.2020","Москoвская Область","Котельники","Котельники","город",NA,"Новая улица","17Б","37.870987   55.6637","Россия, Московская область, Котельники, Новая улица, 17Б"
"2356",8822,"18.04.2020","Москoвская Область","Котельники","Котельники","город",NA,"Кузьминская улица","11","37.865471   55.666797","Россия, Московская область, Котельники, Кузьминская улица, 11"
"2357",8823,"18.04.2020","Москoвская Область","Котельники","Котельники","город","микрорайон Южный",NA,"9","37.858914   55.646177","Россия, Московская область, Котельники, микрорайон Южный, 9"
"2358",8824,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"улица Братьев Горожанкиных","6","37.298446   55.829416","Россия, Московская область, Красногорск, улица Братьев Горожанкиных, 6"
"2359",8825,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Железнодорожная улица","25А","37.316798   55.813708","Россия, Московская область, Красногорск, Железнодорожная улица, 25А"
"2360",8826,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"улица Игоря Мерлушкина","10","37.266376   55.836959","Россия, Московская область, Красногорск, улица Игоря Мерлушкина, 10"
"2361",8827,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Ильинский бульвар","5","37.368559   55.818442","Россия, Московская область, Красногорск, Ильинский бульвар, 5"
"2362",8828,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город","микрорайон Райцентр","Комсомольская улица","37","37.31405   55.815362","Россия, Московская область, Красногорск, микрорайон Райцентр, Комсомольская улица, 37"
"2363",8829,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город","микрорайон Опалиха",NA,"7","37.246281   55.836211","Россия, Московская область, Красногорск, микрорайон Опалиха, 7"
"2364",8830,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Оптический проезд","16","37.34285   55.821745","Россия, Московская область, Красногорск, Оптический проезд, 16"
"2365",8831,"18.04.2020","Москoвская Область","городской округ Красногорск","деревня Путилково","деревня",NA,"Братцевская улица","12","37.391251   55.857437","Россия, Московская область, городской округ Красногорск, деревня Путилково, Братцевская улица, 12"
"2366",8832,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Пионерская улица","15","37.333624   55.822615","Россия, Московская область, Красногорск, Пионерская улица, 15"
"2367",8833,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Пионерская улица","19","37.331809   55.823818","Россия, Московская область, Красногорск, Пионерская улица, 19"
"2368",8834,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Подмосковный бульвар","11","37.371919   55.822857","Россия, Московская область, Красногорск, Подмосковный бульвар, 11"
"2369",8835,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город","микрорайон Губайлово","Пушкинская улица","19","37.309531   55.822296","Россия, Московская область, Красногорск, микрорайон Губайлово, Пушкинская улица, 19"
"2370",8836,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"улица Вилора Трифонова","1","37.284621   55.83432","Россия, Московская область, Красногорск, улица Вилора Трифонова, 1"
"2371",8837,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город","микрорайон Райцентр","улица Георгия Димитрова","4","37.319215   55.814568","Россия, Московская область, Красногорск, микрорайон Райцентр, улица Георгия Димитрова, 4"
"2372",8838,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Октябрьская улица","2","37.336966   55.821846","Россия, Московская область, Красногорск, Октябрьская улица, 2"
"2373",8839,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Светлая улица","1","37.281549   55.832601","Россия, Московская область, Красногорск, Светлая улица, 1"
"2374",8840,"18.04.2020","Москoвская Область","Красногорск","Красногорск","город",NA,"Красногорский бульвар","10","37.369395   55.814452","Россия, Московская область, Красногорск, Красногорский бульвар, 10"
"2375",8841,"18.04.2020","Москoвская Область","Сергиево-Посадский городской округ","Краснозаводск","город",NA,"Театральная улица","16","38.249232   56.434581","Россия, Московская область, Сергиево-Посадский городской округ, Краснозаводск, Театральная улица, 16"
"2376",8842,"18.04.2020","Москoвская Область","Краснознаменск","Краснознаменск","город",NA,"улица Гагарина","19","37.026346   55.603324","Россия, Московская область, Краснознаменск, улица Гагарина, 19"
"2377",8843,"18.04.2020","Москoвская Область","Краснознаменск","Краснознаменск","город",NA,"улица Генерала Шлыкова","14","37.02852   55.602062","Россия, Московская область, Краснознаменск, улица Генерала Шлыкова, 14"
"2378",8844,"18.04.2020","Москoвская Область","Одинцовский городской округ","Кубинка","город",NA,"Армейская улица","9","36.688966   55.557694","Россия, Московская область, Одинцовский городской округ, Кубинка, Армейская улица, 9"
"2379",8845,"18.04.2020","Москoвская Область","Ленинский городской округ","посёлок Развилка","посёлок",NA,NA,"2А","37.75073   55.591299","Россия, Московская область, Ленинский городской округ, посёлок Развилка, 2А"
"2380",8846,"18.04.2020","Москoвская Область","Одинцовский городской округ","дачный посёлок Лесной Городок","посёлок",NA,"Грибовская улица","6","37.217481   55.640167","Россия, Московская область, Одинцовский городской округ, дачный посёлок Лесной Городок, Грибовская улица, 6"
"2381",8847,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"Авиационная улица","4","37.465793   56.012103","Россия, Московская область, Лобня, Авиационная улица, 4"
"2382",8848,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"Букинское шоссе","4","37.474713   56.019923","Россия, Московская область, Лобня, Букинское шоссе, 4"
"2383",8849,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"улица Ленина","53","37.459056   56.009149","Россия, Московская область, Лобня, улица Ленина, 53"
"2384",8850,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"улица Маяковского","1","37.481675   56.014242","Россия, Московская область, Лобня, улица Маяковского, 1"
"2385",8851,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"Молодёжная улица","12","37.425036   56.018886","Россия, Московская область, Лобня, Молодёжная улица, 12"
"2386",8852,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"Спортивная улица","5к2","37.419844   56.026548","Россия, Московская область, Лобня, Спортивная улица, 5к2"
"2387",8853,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"Текстильная улица","18","37.432061   56.018152","Россия, Московская область, Лобня, Текстильная улица, 18"
"2388",8854,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"улица Циолковского","13","37.461769   56.013346","Россия, Московская область, Лобня, улица Циолковского, 13"
"2389",8855,"18.04.2020","Москoвская Область","Лобня","Лобня","город",NA,"улица Юности","5","37.441341   56.005752","Россия, Московская область, Лобня, улица Юности, 5"
"2390",8856,"18.04.2020","Москoвская Область","Луховицы","Луховицы","город",NA,"Пионерская улица","27","39.018917   54.948835","Россия, Московская область, Луховицы, Пионерская улица, 27"
"2391",8857,"18.04.2020","Москoвская Область","Луховицы","Луховицы","город",NA,"улица Жуковского","32","39.031071   54.9443","Россия, Московская область, Луховицы, улица Жуковского, 32"
"2392",8858,"18.04.2020","Москoвская Область","Лыткарино","Лыткарино","город",NA,"Советская улица","14","37.901862   55.579536","Россия, Московская область, Лыткарино, Советская улица, 14"
"2393",8859,"18.04.2020","Москoвская Область","Лыткарино","Лыткарино","город",NA,"улица Ухтомского","26","37.897496   55.575587","Россия, Московская область, Лыткарино, улица Ухтомского, 26"
